#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2022-07-08T00:50:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62c77f2d143f3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/AJ/157/12&tab:{J/AJ/157/12/table3}&key:source=J/AJ/157/12/table3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/157/12/table3
#-order=I
#-out=GLON
#-out=GLAT
#-out=RAJ2000
#-out=DEJ2000
#-out=Diam-a
#-out=Diam-b
#-out=Name
#-out=Class1
#-out=Class2
#

#RESOURCE=yCat_51570012
#Name: J/AJ/157/12
#Title: Star clusters, associations, & candidates in the MW (Bica+, 2019)
#Table	J_AJ_157_12_table3:
#Name: J/AJ/157/12/table3
#Title: Clusters, candidates and alike objects
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	RAJ2000	(A8)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Diam-a	(F7.2)	[0.01/4560] Major axis diameter	[ucd=phys.angSize]
#Column	Diam-b	(F7.2)	[0.01/2400] Minor axis diameter	[ucd=phys.angSize]
#Column	Name	(a112)	Chronologically ordered cross-identified designation(s)	[ucd=meta.id.cross]
#Column	Class1	(a5)	Object type (G1)	[ucd=src.class]
#Column	Class2	(A5)	Possible second object type (G1)	[ucd=src.class]
_RAJ2000|_DEJ2000|GLON|GLAT|RAJ2000|DEJ2000|Diam-a|Diam-b|Name|Class1|Class2
271.14167|-12.51222| 16.43|  4.45|18 04 34|-12 30 44|   1.50|   1.50|Ryu 13                                                                                                          |OC   |
293.66667|-22.89056| 16.47|-19.34|19 34 40|-22 53 26|  13.00|  13.00|MWSC 5717                                                                                                       |OC   |
278.04583|-16.05000| 16.47| -3.11|18 32 11|-16 03 00|  11.00|  11.00|Ruprecht 171,OCL 50,MWSC 2944                                                                                   |OC   |
282.59167|-18.17833| 16.52| -7.94|18 50 22|-18 10 42|  33.00|  33.00|Ruprecht 145,OCL 52,ESO 592-2,MWSC 3005                                                                         |OC   |
261.78750| -7.09306| 16.53| 15.14|17 27 09|-07 05 35|   3.00|   3.00|IC 1257,OCL 51,MWSC 2599                                                                                        |GC   |
275.66667|-14.72806| 16.58| -0.47|18 22 40|-14 43 41|   1.00|   1.00|Kronberger 25,J1822.6-1443,MWSC 2901                                                                            |OC   |
254.54583| -2.68250| 16.60| 23.60|16 58 11|-02 40 57|   5.00|   5.00|Elosser 7                                                                                                       |Ast  |
273.95000|-13.79917| 16.61|  1.44|18 15 48|-13 47 57|  66.00|  42.00|LMR 41                                                                                                          |Assoc|
275.85417|-14.78500| 16.62| -0.65|18 23 25|-14 47 06|   3.00|   3.00|Teutsch J1823.4-1447                                                                                            |OCC  |Ast
275.57083|-14.59000| 16.66| -0.32|18 22 17|-14 35 24|   2.80|   2.80|Kharchenko 2,MWSC 2900                                                                                          |EC   |
275.62500|-14.62389| 16.66| -0.38|18 22 30|-14 37 26|   8.40|   6.90|LMR 42                                                                                                          |Assoc|
275.69583|-14.63333| 16.68| -0.45|18 22 47|-14 38 00|   8.00|   8.00|Kharchenko 3,MWSC 2901                                                                                          |ECC  |
274.12083|-13.78000| 16.71|  1.30|18 16 29|-13 46 48|   1.40|   1.40|Ryu 737                                                                                                         |EC   |
273.26667|-13.33083| 16.71|  2.24|18 13 04|-13 19 51|   3.00|   3.00|FSR 51,MWSC 2843                                                                                                |OC   |
271.45833|-12.33722| 16.73|  4.27|18 05 50|-12 20 14|   0.90|   0.90|Ryu 739                                                                                                         |OC   |
271.98750|-12.62667| 16.73|  3.68|18 07 57|-12 37 36|   0.90|   0.90|Ryu 738                                                                                                         |OC   |
271.35417|-12.22917| 16.78|  4.41|18 05 25|-12 13 45|   0.90|   0.90|Ryu 740                                                                                                         |OC   |
278.01250|-15.68833| 16.79| -2.92|18 32 03|-15 41 18|   6.00|   6.00|FSR 52,MWSC 2942                                                                                                |OC   |
279.52500|-16.38333| 16.82| -4.53|18 38 06|-16 23 00| 210.00| 150.00|Ser-SctOB1,Ser-Sct I,Assoc 7,Ser-Sct Association                                                                |Assoc|
275.32917|-14.28667| 16.82|  0.03|18 21 19|-14 17 12|   5.00|   5.00|Kronberger 2,DSH J1821.3-1417,MWSC 2898                                                                         |OC   |
275.56667|-14.38056| 16.84| -0.22|18 22 16|-14 22 50|   1.10|   1.10|Ryu 741                                                                                                         |OC   |
277.36250|-15.28694| 16.85| -2.18|18 29 27|-15 17 13|   1.30|   1.30|Ryu 221                                                                                                         |EC   |
276.41667|-14.75500| 16.90| -1.12|18 25 40|-14 45 18|   5.00|   5.00|Bica 48                                                                                                         |EC   |
274.76667|-13.89194| 16.91|  0.70|18 19 04|-13 53 31|   2.90|   2.90|Ryu 222                                                                                                         |EC   |
256.87500| -3.74139| 16.92| 21.06|17 07 30|-03 44 29|   2.00|   2.00|Elosser 6                                                                                                       |Ast  |
274.70417|-13.79167| 16.96|  0.79|18 18 49|-13 47 30|  18.00|  18.00|NGC 6611,Melotte 198,Collinder 375,OCL 54,SerOB1B,FSR 53,MWSC 2886                                              |EC   |
276.34167|-14.64750| 16.96| -1.00|18 25 22|-14 38 51|  10.00|   7.00|Dolidze 28,OCL 53,MWSC 2913                                                                                     |EC   |
276.88333|-14.86667| 17.01| -1.57|18 27 32|-14 52 00|   1.10|   1.10|Ryu 744                                                                                                         |OC   |
274.62083|-13.70528| 17.01|  0.91|18 18 29|-13 42 19|   1.90|   1.90|Ryu 743                                                                                                         |EC   |
277.64167|-15.25250| 17.01| -2.40|18 30 34|-15 15 09|   0.70|   0.70|Ryu 742                                                                                                         |EC   |
251.04583| +0.13500| 17.01| 27.91|16 44 11|+00 08 06|  42.00|  42.00|MWSC 4288                                                                                                       |OC   |
264.50000| -8.11167| 17.03| 12.31|17 38 00|-08 06 42|  10.00|  10.00|Mamajek 2,mu Oph Cluster,MWSC 2650                                                                              |OC   |lPOCR
274.47917|-13.58333| 17.05|  1.09|18 17 55|-13 35 00|   0.60|   0.60|Ryu 745                                                                                                         |EC   |
275.03750|-13.84972| 17.07|  0.48|18 20 09|-13 50 59|   0.90|   0.90|Ryu 223                                                                                                         |OC   |
280.75417|-16.66611| 17.11| -5.71|18 43 01|-16 39 58|   0.70|   0.70|Ryu 224                                                                                                         |OC   |
275.00417|-13.75167| 17.14|  0.56|18 20 01|-13 45 06|   0.90|   0.90|Ryu 746                                                                                                         |EC   |
272.71250|-12.53111| 17.15|  3.10|18 10 51|-12 31 52|   1.50|   1.50|Ryu 748                                                                                                         |OC   |
273.52500|-12.96917| 17.15|  2.20|18 14 06|-12 58 09|   1.00|   1.00|Ryu 747                                                                                                         |OC   |
277.60000|-15.06306| 17.16| -2.28|18 30 24|-15 03 47|   6.00|   6.00|FSR 54,MWSC 2931                                                                                                |EC   |
274.29583|-13.35278| 17.16|  1.35|18 17 11|-13 21 10|   6.00|   6.00|Trumpler 32,Harvard 19,Collinder 372,OCL 55,MWSC 2873                                                           |OC   |
274.78333|-13.60806| 17.17|  0.82|18 19 08|-13 36 29|   1.00|   1.00|MWM 57                                                                                                          |EC   |
277.00833|-14.72500| 17.19| -1.61|18 28 02|-14 43 30|   1.00|   1.00|Teutsch 269                                                                                                     |OCC  |
275.45417|-13.88667| 17.23|  0.11|18 21 49|-13 53 12|   7.00|   7.00|Teutsch 263                                                                                                     |OCC  |
256.84583| -3.33556| 17.28| 21.29|17 07 23|-03 20 08|  15.00|  15.00|MWSC 5337                                                                                                       |OC   |
275.23750|-13.67917| 17.31|  0.39|18 20 57|-13 40 45|   1.60|   1.60|Ryu 225                                                                                                         |EC   |
275.21250|-13.64778| 17.33|  0.43|18 20 51|-13 38 52|   0.80|   0.80|Ryu 749                                                                                                         |EC   |
276.38333|-14.23722| 17.34| -0.85|18 25 32|-14 14 14|  35.00|  30.00|SctOB3,I Sct,Assoc 8,MWSC 2911                                                                                  |Assoc|
277.99167|-15.02944| 17.36| -2.60|18 31 58|-15 01 46|   2.00|   2.00|Ryu 750                                                                                                         |OC   |
270.86250|-11.29611| 17.36|  5.28|18 03 27|-11 17 46|   2.20|   2.20|Ryu 226                                                                                                         |OC   |
275.40833|-13.67306| 17.40|  0.25|18 21 38|-13 40 23|   2.20|   2.20|Ryu 751                                                                                                         |OC   |
285.55417|-18.55000| 17.42|-10.64|19 02 13|-18 33 00|   8.00|   8.00|NGC 6737,ESO 592-8,MWSC 3042                                                                                    |OC   |
278.61250|-15.25250| 17.44| -3.23|18 34 27|-15 15 09|   1.80|   1.80|Ryu 752                                                                                                         |OC   |
277.82083|-14.84194| 17.45| -2.36|18 31 17|-14 50 31|   1.50|   1.50|Ryu 753                                                                                                         |OC   |
